open,high,low,close,volume,vwap,timestamp,transactions,otc
169.03,169.03,169.03,169.03,18267,169.0277,1619789400000,18,
169.02,169.02,169.02,169.02,264,168.8629,1619789460000,3,
168.6,168.6,168.6,168.6,384,168.9225,1619789520000,13,
168.77,169.12,168.77,169.12,2171,169.0155,1619789580000,36,
169.12,169.44,169.115,169.44,6571,169.2698,1619789640000,102,
169.48,169.6829,169.48,169.6829,838,169.5665,1619789700000,19,
169.4815,169.79,169.4815,169.75,3164,169.7433,1619789760000,55,
169.9,169.93,169.76,169.93,7408,169.825,1619789820000,150,
169.83,170.13,169.8,169.82,27310,169.9637,1619789880000,383,
169.87,169.965,169.87,169.965,3918,169.9047,1619789940000,38,
169.875,170.21,169.875,170.2,5587,170.0767,1619790000000,108,
170.11,170.63,170.11,170.39,14383,170.2431,1619790060000,227,
170.495,170.72,170.49,170.59,10127,170.5383,1619790120000,149,
170.49,170.59,170.49,170.49,1932,170.5291,1619790180000,43,
170.64,170.95,170.64,170.91,4648,170.7843,1619790240000,112,
170.9719,171.2609,170.91,171.2609,18205,171.0672,1619790300000,213,
171.24,171.49,171.12,171.49,5059,171.2834,1619790360000,109,
171.44,171.76,171.33,171.723,18739,171.4911,1619790420000,245,
171.625,171.78,171.59,171.77,3490,171.6967,1619790480000,70,
171.81,172.38,171.8,172.3,29433,172.1247,1619790540000,358,
172.31,172.4,172.24,172.34,13791,172.3112,1619790600000,153,
172.36,172.76,172.36,172.69,25458,172.5457,1619790660000,374,
172.65,172.97,169.03,172.91,51854,170.9914,1619790720000,269,
172.915,173.13,172.915,172.975,33642,173.0173,1619790780000,347,
172.975,173.02,172.77,173.02,20275,172.909,1619790840000,202,
172.98,173.31,172.78,173.078,57213,173.0846,1619790900000,354,
173.07,173.1626,172.69,173.015,40355,172.9157,1619790960000,348,
172.87,173.05,172.79,172.99,37235,172.961,1619791020000,319,
173.0,173.01,172.53,172.605,15057,172.7424,1619791080000,143,
172.55,172.83,172.42,172.69,23433,172.6563,1619791140000,265,
172.9,172.93,172.58,172.78,12208,172.6852,1619791200000,162,
172.78,172.785,172.63,172.708,10522,172.71,1619791260000,101,
172.63,172.74,172.25,172.29,48225,172.501,1619791320000,320,
172.295,172.33,171.96,172.08,27340,172.2146,1619791380000,237,
172.05,172.51,172.045,172.51,26773,172.3959,1619791440000,224,
172.47,172.6399,172.47,172.55,8639,172.5108,1619791500000,133,
172.49,172.49,172.3,172.41,15947,172.4243,1619791560000,164,
172.33,172.33,172.2,172.28,4451,172.2804,1619791620000,67,
172.22,172.5781,172.09,172.31,26442,172.3619,1619791680000,268,
172.31,172.31,172.22,172.26,11651,172.2719,1619791740000,106,
172.255,172.46,172.15,172.27,14660,172.3395,1619791800000,128,
172.255,172.3,172.06,172.105,5472,172.1646,1619791860000,96,
172.05,172.09,171.91,172.02,9947,172.0216,1619791920000,144,
172.0,172.0,171.88,171.94,4904,171.9249,1619791980000,76,
171.9023,172.06,171.89,172.015,7740,172.0277,1619792040000,66,
172.015,172.015,171.84,171.945,9223,171.9342,1619792100000,126,
171.98,172.21,171.98,172.21,10712,172.0625,1619792160000,182,
172.18,172.28,172.18,172.28,2512,172.2295,1619792220000,70,
172.3,172.3,172.16,172.16,5617,172.25,1619792280000,127,
172.15,172.3,172.08,172.295,9702,172.1339,1619792340000,181,
172.295,172.295,172.0898,172.1,6727,172.1641,1619792400000,117,
172.08,172.21,172.07,172.1743,7107,172.1409,1619792460000,151,
172.16,172.22,172.09,172.22,7411,172.1372,1619792520000,126,
172.235,172.36,172.235,172.3,8914,172.2996,1619792580000,179,
172.26,172.26,172.13,172.2,7897,172.2033,1619792640000,143,
172.225,172.24,172.15,172.15,3448,172.1939,1619792700000,85,
172.21,172.21,172.04,172.04,8160,172.1022,1619792760000,156,
172.03,172.11,172.0,172.08,5560,172.047,1619792820000,112,
172.08,172.255,172.08,172.255,2899,172.1645,1619792880000,59,
