open,high,low,close,volume,vwap,timestamp,transactions,otc
185.5,185.5,185.5,185.5,211,185.5001,1682333340000,6,
185.62,185.63,185.62,185.63,200,185.625,1682333520000,2,
185.99,186.24,185.95,186.24,1964,186.0901,1682333700000,38,
186.2,186.2,186.2,186.2,296,186.2392,1682337600000,21,
186.25,186.25,186.25,186.25,412,186.2499,1682338920000,10,
186.59,186.59,186.59,186.59,664,186.4774,1682339580000,33,
186.38,186.38,186.38,186.38,100,186.38,1682339940000,1,
186.64,186.64,186.64,186.64,100,186.64,1682341500000,1,
186.3,186.3,186.3,186.3,997,186.3123,1682341800000,22,
186.64,186.64,186.64,186.64,1193,186.5435,1682342280000,49,
186.57,186.57,186.22,186.22,956,186.5242,1682342940000,4,
186.5,186.5,186.23,186.28,83513,186.4642,1682343000000,792,
186.255,186.57,186.25,186.25,11290,186.4269,1682343060000,245,
186.3,186.43,186.3,186.38,3412,186.4148,1682343120000,118,
186.35,186.52,186.35,186.415,4908,186.4534,1682343180000,138,
186.405,186.44,186.375,186.39,2641,186.405,1682343240000,110,
186.39,186.39,186.15,186.21,21405,186.2223,1682343300000,246,
186.215,186.22,186.085,186.14,19203,186.1799,1682343360000,261,
186.05,186.09,185.81,185.885,25266,185.9718,1682343420000,569,
185.85,185.99,185.81,185.82,7558,185.9238,1682343480000,170,
185.82,185.85,185.77,185.79,4101,185.8047,1682343540000,155,
185.81,185.99,185.81,185.89,14771,185.9027,1682343600000,338,
185.89,185.95,185.84,185.9,7784,185.9156,1682343660000,221,
185.85,185.88,185.76,185.79,10386,185.8366,1682343720000,187,
185.8169,185.8169,185.69,185.74,7212,185.7499,1682343780000,127,
185.77,185.79,185.59,185.59,5057,185.675,1682343840000,151,
185.625,185.7,185.56,185.69,10797,185.6227,1682343900000,271,
185.72,185.72,185.5612,185.595,7657,185.6363,1682343960000,173,
185.62,185.68,185.55,185.68,4516,185.6217,1682344020000,144,
185.69,185.705,185.58,185.63,4747,185.6584,1682344080000,157,
185.61,185.85,185.6,185.85,8571,185.7039,1682344140000,243,
185.86,185.9223,185.8,185.91,7357,185.8589,1682344200000,182,
185.93,185.9838,185.92,185.92,7793,185.9454,1682344260000,197,
185.94,185.985,185.9,185.93,8349,185.9438,1682344320000,206,
185.88,185.9,185.83,185.85,4620,185.867,1682344380000,186,
185.8275,185.8296,185.74,185.82,6820,185.7798,1682344440000,189,
185.815,185.815,185.68,185.745,7032,185.7334,1682344500000,170,
185.735,185.845,185.735,185.79,4155,185.8014,1682344560000,127,
185.79,185.86,185.76,185.86,5622,185.806,1682344620000,232,
185.86,185.94,185.81,185.93,3631,185.8812,1682344680000,155,
185.98,185.99,185.89,185.94,4875,185.9486,1682344740000,199,
185.9,185.94,185.86,185.91,10048,185.9074,1682344800000,319,
185.9,185.945,185.8586,185.92,5232,185.9034,1682344860000,184,
185.9,185.965,185.89,185.95,11235,185.9126,1682344920000,279,
185.98,186.17,185.95,186.1439,10502,186.0694,1682344980000,292,
186.155,186.21,186.1467,186.2,5571,186.1678,1682345040000,178,
186.21,186.275,186.14,186.2008,9136,186.2143,1682345100000,213,
186.22,186.3,186.22,186.28,8314,186.2688,1682345160000,173,
186.29,186.35,186.29,186.32,5033,186.3193,1682345220000,139,
186.3,186.31,186.22,186.24,4782,186.2495,1682345280000,131,
186.23,186.25,186.1,186.14,7389,186.1589,1682345340000,222,
186.135,186.17,186.11,186.12,8733,186.1426,1682345400000,186,
186.1313,186.1313,186.02,186.08,5868,186.0732,1682345460000,187,
186.02,186.11,186.02,186.06,4628,186.0792,1682345520000,134,
186.07,186.07,185.95,185.95,5478,186.0117,1682345580000,204,
185.97,186.0,185.89,185.9001,7077,185.969,1682345640000,169,
185.94,185.98,185.88,185.98,6412,185.932,1682345700000,198,
185.945,186.05,185.9,185.9,7397,185.9937,1682345760000,202,
185.9,185.9,185.8,185.83,8638,185.8495,1682345820000,146,
185.79,185.81,185.77,185.79,7311,185.7901,1682345880000,144,
185.81,185.83,185.73,185.73,5342,185.7964,1682345940000,158,
185.74,185.8,185.73,185.79,4287,185.7763,1682346000000,128,
185.795,185.9,185.79,185.89,4788,185.8429,1682346060000,140,
185.93,185.9786,185.8801,185.8801,9472,185.9269,1682346120000,178,
185.89,185.89,185.83,185.83,4106,185.8604,1682346180000,108,
185.81,185.92,185.81,185.9002,4909,185.8563,1682346240000,129,
185.92,186.05,185.92,186.05,8866,185.9591,1682346300000,253,
186.05,186.06,185.93,185.93,6383,185.9818,1682346360000,178,
185.94,185.975,185.9,185.975,4078,185.934,1682346420000,155,
185.975,185.98,185.92,185.98,3846,185.962,1682346480000,123,
185.99,186.02,185.93,185.93,4176,185.9811,1682346540000,142,
185.925,185.95,185.885,185.92,4830,185.9139,1682346600000,175,
185.92,186.0,185.89,185.94,6422,185.9354,1682346660000,195,
185.93,185.94,185.87,185.92,5558,185.9165,1682346720000,133,
185.92,185.96,185.89,185.92,3558,185.9273,1682346780000,99,
185.9,185.92,185.83,185.83,2956,185.8815,1682346840000,95,
185.825,185.87,185.79,185.87,11843,185.846,1682346900000,147,
185.87,185.8756,185.81,185.86,4119,185.8547,1682346960000,123,
185.9,185.91,185.88,185.91,3550,185.8916,1682347020000,107,
185.87,186.0,185.86,185.955,5919,185.942,1682347080000,149,
185.9423,186.09,185.93,186.09,9532,186.0028,1682347140000,212,
186.12,186.21,186.08,186.08,8001,186.1297,1682347200000,120,
186.09,186.17,186.08,186.1699,11751,186.1497,1682347260000,125,
186.2,186.35,186.19,186.29,8240,186.266,1682347320000,162,
186.27,186.27,186.17,186.24,5775,186.2107,1682347380000,122,
186.235,186.235,186.17,186.2,4143,186.1952,1682347440000,82,
186.21,186.32,186.19,186.32,6491,186.2168,1682347500000,119,
186.29,186.4,186.28,186.36,3497,186.3356,1682347560000,124,
186.35,186.39,186.33,186.37,5529,186.3516,1682347620000,116,
186.36,186.36,186.23,186.23,3988,186.307,1682347680000,100,
186.27,186.3,186.25,186.28,5716,186.2785,1682347740000,118,
186.285,186.34,186.28,186.28,5743,186.3041,1682347800000,126,
186.295,186.32,186.27,186.32,5686,186.2922,1682347860000,108,
186.31,186.32,186.21,186.23,5661,186.2532,1682347920000,108,
